Panel number,Normal temperature,Percentage of defects,Number of defects,Temperature difference 1,Severity 1,Type 1
1,35.077592231444086,0,0
2,35.6451899118666,0,0
3,36.43030351709742,0,0
4,36.026233078712586,0,0
5,36.028616573599024,0,0
6,35.17823093568881,0,0
7,35.76489297074535,0,0
8,34.800408042832736,0,0
9,36.490780552046274,0,0
10,34.98241299188873,0,0
11,34.80005845665826,0,0
12,36.32845701321357,0,0
13,35.91628711173495,0,0
14,36.39407093429657,0,0
15,33.833921153268875,0,0
16,33.967560650009524,0,0
17,36.11091645447922,0,0
18,34.30777830464861,0,0
19,34.90328230436267,0,0
20,30.838028805258862,0,0
21,33.51411991027018,0,0
22,31.963523915273303,0,0
23,35.8105700245308,0,0
24,33.15670947736465,0,0
25,34.378895259946816,0,0
26,35.33625920437635,0,0
27,33.651174463614595,0,0
28,31.98616421196431,0,0
29,34.013790440857065,0,0
30,36.259064645445996,0,0
31,32.74938306467132,0,0
32,35.31019999419514,0,0
33,36.980003137145545,0,0
34,36.41955319942047,0,0
35,35.61396525448643,0,0
36,35.11208627325376,0,0
37,32.73692457563002,0,0
38,36.02230882986947,0,0
39,36.29409604804287,0,0
40,35.76562879898811,0,0
41,35.00443409356207,0,0
42,36.56482586642277,0,0
43,36.63357967738111,0,0
44,35.55451909192675,0,0
45,35.57002371241189,0,0
46,34.85352204004328,53.79129129129129,1,35.69585952571075,Severe,Hotspot
47,34.60436009046723,0,0
48,33.9450165740861,0,0
49,34.97988079980872,0,0
50,34.16062073717389,0,0
51,33.03156610661253,0,0
52,34.225961688512776,0,0
53,32.97891062686937,0,0
54,33.970345843545026,0,0
55,34.687707855869974,0,0
56,35.748289735166104,0,0
57,34.15633594934408,0,0
58,35.97503301657166,0,0
59,35.28342292652591,0,0
60,36.071050840623634,74.96194824961948,1,35.06245037975835,Severe,Connection
61,35.138324470440395,0,0
62,33.99684559450564,0,0
63,34.43238842723356,0,0
64,35.245810686800404,0,0
65,33.304229793760264,0,0
66,34.06039884012986,0,0
67,33.058925673010584,0,0
68,27.379347414497307,0,0
69,33.64969139162396,0,0
70,33.15818452699755,0,0
71,32.567680617948895,0,0
72,33.52045727956507,70.64935064935065,1,36.44480463156102,Severe,Hotspot
73,33.370738215013546,0,0
74,33.73098882901262,0,0
75,33.53057918957355,0,0
76,35.579449996026455,0,0
77,32.87454976690485,0,0
78,34.016171008131934,0,0
79,34.06078744503633,0,0
80,33.02814176744259,0,0
81,33.205250563487894,0,0
82,33.784398753136365,40.47131147540984,1,37.641162294559585,Severe,Hotspot
83,33.737582470302094,0,0
84,33.425086096857804,0,0
85,31.812513136344293,0,0
86,35.302746796253295,0,0
87,31.929726480372974,0,0
88,34.55706423579753,0,0
89,27.180345689549,0,0
90,38.09423325548896,0,0
91,24.86009848518934,79.88614800759012,1,43.93692411668087,Severe,Hotspot
92,38.71486038853116,0,0
93,34.76100844060841,0,0
94,20.779391506044966,0,0
95,28.173968733713522,0,0
96,40.54023430924348,0,0
97,40.29198345602661,0,0
98,nan,0,0
99,18.41926431851991,0,0
100,16.890026020159837,0,0
101,28.960579076292863,0,0
